release_date,developer,price
2015-07-01,"SmiteWorks USA, LLC",24.99
2015-07-01,Viperante,7.99
2015-07-01,REEW GAMES,
2015-06-30,GameUS Inc.,19.99
2011-06-15,Alawar Entertainment,2.99
2015-06-24,Zeiva Inc,Play Now
2015-06-29,UD,Free to Play
2015-06-29,Michael Swan,14.99
2015-06-29,Guard Crush Games,
2015-06-30,SIM720,16.99
2015-06-30,SIM720,16.99
2015-06-30,IronDrop Studios,4.99
2015-06-30,SIM720,16.99
2015-06-17,Runewaker Entertainment,14.99
1997-03-31,"Gremlin Interactive,Interplay Entertainment",4.99
2015-06-30,"Jackbox Games, Inc.",9.99
2015-06-30,Tomasz Wacławek,12.99
2015-06-30,Mouldy Toof Studios,3.99
2015-06-30,Stephen Crabb,0.99
2015-06-30,Estudio Raed Wulf,2.99
2015-06-30,Ubisoft - San Francisco,2.99
2015-07-02,,3.99
2015-07-02,"Victor Solodilov,Denis Novikov",4.99
2015-07-02,"Sledgehammer Games,Raven Software",14.99
2015-07-02,Aterdux Entertainment,19.99
2015-07-02,TimeSymmetry,24.99
2015-07-02,NotGames,2.99
2015-07-06,Crimson Night,0.99
2015-07-02,"KOEI TECMO GAMES CO., LTD.",1.99
2015-07-02,"KOEI TECMO GAMES CO., LTD.",4.99
2015-07-02,"KOEI TECMO GAMES CO., LTD.",4.99
2015-07-02,Digital Confectioners,5.99
2015-07-02,Digital Eel,4.99
2015-07-03,VaragtP,2.99
2015-07-03,"Acceleroto, Inc.",2.99
2015-06-30,Ubisoft - San Francisco,2.99
2015-07-03,Ludomotion,4.99
2015-07-03,"Virgin Interactive Entertainment,PriitK",Free to Play
2015-07-03,Skobbejak Games,9.99
2015-07-03,Piranha Bytes Distribution UG&amp;Co KG,64.99
2015-07-03,Nerial,9.99
2015-06-30,Ubisoft - San Francisco,7.99
2015-06-30,Ubisoft - San Francisco,2.99
2015-06-30,Pixeljam,3.99
2015-06-30,Zachtronics,24.99
2015-06-30,New State,3.99
2014-09-10,For All To Play,
2015-06-30,PlazSoft,9.99
2015-06-29,Proteus Pixel,
2015-06-29,Urbanscan,4.99
2015-06-29,RiftyGames,
2015-06-29,Dark-Spot Studio,4.99
2015-06-29,Dark-Spot Studio,11.99
2015-06-29,Individual Software,14.99
2015-06-29,PIXOWL INC.,4.99
2015-06-25,Inferno Studio,3.99
2015-06-29,Individual Software,14.99
2015-06-25,David Szymanski,1.99
2015-06-25,"John Szymanski,Evan Szymanski,David Szymanski",4.99
2015-06-25,Jae Lee Productions,9.99
2015-06-25,Onni Interactive,6.99
2015-06-25,Prism Game Studios Ltd.,Free
2015-06-25,The Men Who Wear Many Hats,2.99
2015-06-23,"CAPCOM Co., Ltd.",0.99
2015-06-23,"CAPCOM Co., Ltd.",2.99
2015-06-23,"CAPCOM Co., Ltd.",1.49
2015-06-23,"CAPCOM Co., Ltd.",1.99
2015-06-23,Ubisoft - San Francisco,2.99
2015-06-23,Ubisoft - San Francisco,2.99
2015-06-23,Ubisoft - San Francisco,2.99
2015-06-23,Ubisoft - San Francisco,0.99
2015-06-23,Rocksteady Studios,19.99
1995-01-01,"Wisdom Tree, Inc.",4.99
2015-06-23,TEAM101,Free to Play
2001-06-08,Prelusion Games,7.99
2015-06-24,George Neguceanu,4.99
2015-06-23,Ubisoft - San Francisco,7.99
2015-06-23,Milestone S.r.l.,12.99
2015-06-25,Jae Lee Productions,1.99
2015-06-23,Milestone S.r.l.,
2002-08-20,Creative Assembly,9.99
2000-06-13,Creative Assembly,9.99
2015-06-25,Creative Assembly,14.99
2015-06-25,Triskell Interactive,19.99
2015-06-25,"Lion Game Lion,OVERKILL - a Starbreeze Studio.",
2015-06-25,WayForward,9.99
2015-06-25,Dwarves Might Fly,4.99
2015-06-25,The Taco Heaven,2.99
2015-06-25,DotEmu,7.99
2015-06-25,OVERKILL - a Starbreeze Studio.,
2015-06-26,Carlos Vázquez Ordóñez,2.99
2015-06-25,"KOEI TECMO GAMES CO., LTD.",59.99
2015-06-25,"KOEI TECMO GAMES CO., LTD.",54.99
2015-06-25,"KOEI TECMO GAMES CO., LTD.",54.99
2015-06-25,Jake Huhman,7.99
2015-06-25,Travian Games GmbH,4.99
2015-06-25,Alrauna Studios,1.99
,,9.99
2015-06-26,"Fancy Bytes, Reactor",4.99
2015-06-23,Milestone S.r.l.,29.99
,,4.99
2012-08-30,"Henrique Pegacha,Rafael Lima,Nuno Guerreiro",0.99
2015-06-24,Bloober Team SA,8.99
2015-06-24,Black Lime Studio,0.99
2015-06-24,Duckvalley Productions,9.99
2015-06-24,Sam Barlow,5.99
2015-06-24,PestoForce,4.99
2015-06-24,Red Dwarf Games,
2015-06-23,Split Polygon,14.99
2015-06-23,Turning Wheel LLC,9.99
2015-06-23,"CAPCOM Co., Ltd.",24.99
2015-06-23,Matt Gadient,
2015-06-23,Matt Gadient,6.99
2015-06-23,"CAPCOM Co., Ltd.",3.99
2015-06-23,"CAPCOM Co., Ltd.",4.99
2015-06-23,"CAPCOM Co., Ltd.",1.49
2015-06-16,Ubisoft - San Francisco,9.99
2015-06-16,Ubisoft - San Francisco,2.99
2015-06-16,NetherRealm Studios,3.99
2015-06-12,Skinny Jean Death Studios,1.99
2015-06-16,N3V Games,18.99
2015-06-16,"Team NINJA,KOEI TECMO GAMES CO., LTD.",34.99
2015-06-17,Darius Bode,19.99
2015-06-17,"Red Dot Games,PlayWay S. A.",
2015-06-17,i273 LLC,4.99
2015-06-17,"Alexey Davydov,Sergey Dvoynikov,Timofey Shargorodskiy",
2015-06-17,Stolen Couch Games,
2015-06-17,IMGN.PRO,4.99
2015-06-18,Holy Priest,Free to Play
2015-06-18,GameUS Inc.,19.99
2015-06-18,,Free
2015-06-18,Cyanide Studio,14.99
2015-06-18,Silden,
2015-06-18,Burrito Studio,1.99
2015-06-19,Alternative Software Ltd,19.99
2015-06-19,MAGIX Software GmbH,
2015-06-19,Axel Shokk,1.99
2015-06-12,"TT Games Ltd,Feral Interactive (Mac)",0.99
2015-06-15,Master Technologies,13.99
2015-06-12,"TT Games Ltd,Feral Interactive (Mac)",1.99
2015-06-12,"TT Games Ltd,Feral Interactive (Mac)",0.99
2015-06-11,Beast Games,2.99
2015-06-16,Ubisoft - San Francisco,2.99
2015-06-15,The Pompous Pixel,4.99
2015-06-16,Ubisoft - San Francisco,2.99
2015-06-16,Ubisoft - San Francisco,2.99
2015-06-10,Nomad Games,1.99
2015-06-10,Joycity,29.99
2015-06-10,Joycity,19.99
2015-06-10,Joycity,54.99
2015-06-10,Bulwark Studios,3.99
2015-06-10,Technomancy Studios,Free to Play
2015-06-10,"TigerNDV,NinjaISV",
2015-06-10,"Vitali Kirpu,Alexander Poysky,Mikko Arvola",3.99
2015-06-10,Ronimo Games,7.99
2015-06-10,Ronimo Games,3.99
2015-06-10,Team6 game studios B.V.,9.99
2015-06-10,Ronimo Games,2.99
2015-06-10,Little Green Men Games,41.99
2013-10-25,Individual Software,9.99
2015-06-10,Formosoft International,9.99
2015-06-10,Nerve Software LLC,0.99
2015-06-10,Brace Yourself Games,1.99
2015-06-12,"M2 Co.,LTD",2.99
2015-06-11,Scarecrow Arts,4.99
2015-06-11,"Chris Chung,Fire Hose Games",0.99
2015-06-11,InsGames,7.99
2015-06-08,GameUS Inc.,19.99
2015-06-09,Alawar,19.99
2015-06-09,"TREND, Soft Pro",13.99
2015-06-09,"TREND, Soft Pro",13.99
2013-11-01,reiti.net,2.99
2015-06-08,"TREND, Softpro",13.99
2015-06-09,"TREND, Soft Pro",13.99
2015-06-09,Major Games,9.99
2015-06-09,Gnarled Scar Manipulations,Free
2014-01-27,"Vince DiCola,Kenny Meriedeth,Mighty Rabbit Studios",6.99
2015-06-09,IMGN.PRO,19.99
2015-06-09,"TREND, Soft Pro",13.99
2015-06-06,Singe Studio,3.99
2015-06-08,Mode 7,34.99
2015-06-08,"Dapper Swine,Sinnott Soundworks",1.99
2015-06-08,Mode 7,16.99
2015-06-08,Mode 7,10.99
2015-06-08,Slightly Mad Studios,4.99
2015-06-08,Zojoi Studios,2.99
2015-06-08,Zojoi Studios,2.99
2015-06-08,Zojoi Studios,2.99
2015-06-08,Kittehface Software,2.99
2015-06-08,Nussoft,8.99
2015-06-08,Space Boat Studios,14.99
2015-06-08,Digital Confectioners,5.99
2015-06-08,Digital Confectioners,5.99
2005-02-01,DarkArts Studios,
2015-06-09,Slightly Mad Studios,3.49
2015-06-09,DIMPS,9.99
2015-06-09,InterAction studios,2.99
2014-08-26,Woodsy Studio,4.99
2015-06-09,Paradox Interactive,2.49
2015-06-08,"TREND, Softpro",39.99
2015-06-09,InterAction studios,2.99
2015-06-08,"TREND, Softpro",13.99
2015-06-08,"TREND, Softpro",13.99
2015-06-08,"TREND, Softpro",13.99
2015-06-08,Purple Nebula,
2015-06-08,Kairi Sawler,4.99
2015-06-08,PVGames,7.99
2015-06-08,Frontier Works,4.99
2015-06-08,Murray Atkinson,24.99
2015-06-08,Murray Atkinson,5.99
2015-02-12,Michaela Laws,Free
2015-06-08,VexedEnigma,14.99
2015-06-08,Jason Perry,14.99
2015-06-04,Fully Bugged,3.99
2015-06-05,VaragtP,2.99
2015-06-05,"Dragonfly GF Co., LTD",5.99
2015-06-05,Stroboskop,12.99
2015-06-05,TheShortAndTheTall,
2015-04-17,VoxelStorm,19.99
2015-06-05,CastleAbra Studios,6.99
2015-06-06,Nuligine,9.99
2014-02-21,Hosted Games,
2014-02-21,Hosted Games,4.99
2015-06-05,New Reality Games,0.99
2015-06-05,Zinnusl,9.99
2015-06-05,Zinnusl,
2015-06-05,FlexileStudio,3.99
,,19.99
2015-06-05,Berserk Games,7.99
2015-06-05,D-Games,3.99
2015-06-05,Access Games,0.99
2015-06-02,"Jetdogs Studios,Zoom Out Games",2.99
2015-06-05,TRIANGLE SERVICE,11.99
2015-06-04,7 Soft Pillows,3.99
2015-06-04,Spooky Star,2.99
2015-06-04,Shark Punch,7.99
2015-06-04,Ozzie Sneddon,2.99
2015-06-04,Binary Fortress Software,8.99
2015-06-04,Forever Entertainment S. A.,2.99
2015-06-04,WayForward,2.99
2015-06-04,7 Soft Pillows,1.99
2015-06-04,Digitalmindsoft,9.99
2015-06-04,Kerberos Productions Inc.,0.99
2015-06-03,BrashMonkey,24.99
2015-06-03,BrashMonkey,24.99
2015-06-03,Purple Nebula,7.99
2015-06-02,Xtase Studios,2.99
2015-06-05,Access Games,0.99
2015-06-04,BrashMonkey,24.99
2015-06-03,practicing01,Free to Play
2015-06-03,Tom Johnson,
2015-06-03,Dima Kiva,0.99
2007-04-02,T3 Entertainment,Free to Play
2015-06-03,"Jundroo, LLC",7.99
2015-06-04,TicToc Games,14.99
2015-05-31,GameUS Inc.,19.99
2015-06-04,Mint Age Studios,0.99
2015-06-04,Smyowl,4.99
2015-06-04,Black Lab Games,19.99
2015-06-04,[geim].pro,1.99
2012-02-18,"Angels Blue Digital Entertainment,DigitalEZ",9.99
2015-06-04,ASTRO PORT,4.99
2015-06-01,Krealit,3.99
Jun 2015,Splash Damage,Free to Play
2015-06-04,"SmiteWorks USA, LLC",19.99
2015-06-02,777 Studios,24.99
2015-06-02,Ubisoft - San Francisco,2.99
2015-06-02,Ubisoft - San Francisco,2.99
2015-06-02,Ubisoft - San Francisco,2.99
2015-06-02,Ubisoft - San Francisco,2.99
2015-06-02,Ubisoft - San Francisco,11.99
2015-06-02,Orangepixel,4.99
2010-08-02,Himalaya Studios,4.99
2015-06-02,Peculiar Games,5.99
2013-07-14,Baller Industries,4.99
2015-06-02,Playtap Games,5.99
2015-06-02,Ubisoft - San Francisco,2.99
2015-06-02,MAGIX Software GmbH,49.99
2015-06-02,ToMorning Productions,14.99
2014-04-01,"Tiny Colossus,Ciro Continisio",Free To Play
2014-04-01,"Tiny Colossus,Ciro Continisio,Francesco D'Andrea",
,,4.99
2015-06-01,Screeching Wizard,0.99
2014-04-01,"Tiny Colossus,Ciro Continisio",
,,19.99
2015-06-01,BIT-GEN,4.99
2015-06-01,"Chu-3,Bakufu Narayama",
2015-06-01,cybercritics,4.99
2015-06-02,Daniel Fernandez Chavez,7.99
2015-05-28,Tabasco Interactive,1.99
2015-06-02,Dovetail Games,4.99
2015-06-01,Forcequitapplicatons,8.99
2015-06-02,Dovetail Games,4.99
2015-06-02,Dovetail Games,4.99
2015-06-02,InvertMouse,1.99
2015-05-29,Fakt Software,2.99
2015-05-29,Matt Grimm,
2015-05-29,Retronic Games,4.99
2015-05-29,"Northway Games,Sarah Northway",14.99
2015-05-30,Kursed Studios,7.99
2015-05-29,Aldorlea Games,4.99
2015-05-29,Red Beat,5.99
2015-05-29,Frontwing,39.99
2015-05-22,,9.99
2015-05-30,"高考恋爱委员会,橘子班",9.99
2015-06-01,MobileBits,4.99
2014-10-31,Psychotic Psoftware,2.99
2015-06-01,Alan Zucconi,4.99
2015-06-01,Jason Carter,1.99
2015-06-01,10tons Ltd,7.99
2015-06-01,Dark Amber Softworks,9.99
2015-05-29,3000AD,29.99
2015-05-29,Hellscape Games,1.99
2015-05-29,Z-Software GmbH,9.99
2015-05-29,"Idea Factory,Compile Heart,Felistella",0.99
2015-05-29,"Idea Factory,Compile Heart,Felistella",29.99
2015-05-29,"Idea Factory,Compile Heart,Felistella",0.99
2015-05-29,"Idea Factory,Compile Heart,Felistella",0.99
2015-05-29,"Idea Factory,Compile Heart,Felistella",0.99
2015-05-29,Flump Studios,4.99
2015-05-29,DreamsSoftGames,3.99
2015-05-29,"Idea Factory,Compile Heart,Felistella",0.99
2015-05-29,Flump Studios,2.99
2015-05-29,MichaelArts,7.99
2015-05-29,,5.99
2015-05-29,Aurelien Regard,12.99
2015-05-28,Whalenought Studios,19.99
2015-06-02,Martin Veilleux,6.99
2015-05-29,SmashMouth Games Ltd,3.99
2015-05-29,Nomad Games,4.99
2015-05-29,SmashMouth Games Ltd,0.99
2015-05-29,SmashMouth Games Ltd,0.99
2015-05-29,SmashMouth Games Ltd,0.99
2015-05-29,SmashMouth Games Ltd,0.99
2015-05-29,SmashMouth Games Ltd,0.99
2015-05-29,SmashMouth Games Ltd,1.99
2015-05-29,SmashMouth Games Ltd,0.99
2015-05-29,SmashMouth Games Ltd,0.99
2015-05-29,SmashMouth Games Ltd,0.99
2015-05-29,SmashMouth Games Ltd,0.99
2015-05-27,desunoya,
2015-05-27,Undead Labs,
2015-05-28,Dovetail Games,19.99
2015-05-27,Undead Labs,
2015-05-28,,Free
2015-05-27,Untouch,4.99
2015-06-28,Lighthouse Games Studio,2.99
2015-05-28,Orbital Knight,4.99
2015-05-28,Paul Cuisset,9.99
2015-05-28,Space Monkey International,6.99
2015-05-28,Cateia GAmes,6.99
2015-05-28,Space Monkey International,6.99
2015-05-28,Space Monkey International,6.99
2003-11-22,"Gromada,Buka Entertainment",4.99
2015-05-28,Niffler Ltd.,1.99
2015-05-28,Niffler Ltd.,4.99
2015-05-28,Niffler Ltd.,2.99
2015-05-28,M2H,4.99
2015-05-26,MAGES. Inc.,4.99
2015-05-26,Sebastien Bini,3.99
2015-05-26,Techland,9.99
2015-05-28,Big Fat Simulations Inc.,9.99
2015-05-26,ISOTX,
2015-05-19,,2.99
2012-09-22,,1.99
2015-05-26,Solest Games,1.99
2015-05-26,8Floor,6.99
2015-05-26,Solest Games,1.99
2012-08-11,desunoya,9.99
2007-06-05,Dreamatrix,12.99
2015-05-26,DropDGames,2.99
2015-05-27,Dovetail Games,4.99
2015-05-26,Arc System Works,14.99
2015-05-27,oddonegames,7.99
2015-05-26,Pieces Interactive,14.99
2015-05-26,Warfare Studios,4.99
2015-05-26,Dylan Fitterer,14.99
2015-05-26,No Pest Productions,
2015-05-26,Rain Pohlak,3.99
2015-05-26,Guru Games,14.99
2015-05-26,Guru Games,Free
2015-05-26,Rain Pohlak,4.99
2015-05-26,Lightbulb Crew,
2015-05-26,Lightbulb Crew,
2015-05-26,Lightbulb Crew,
2015-05-26,Lightbulb Crew,
2015-05-26,Dylan Fitterer,
2015-05-26,HKFiftyOne Games,4.99
2015-05-26,Three Prong Productions,1.99
2015-05-26,Ubisoft - San Francisco,2.99
2015-05-26,Ubisoft - San Francisco,2.99
2015-05-22,FIVE-BN GAMES,6.99
2015-05-22,Jordan Sendar,3.99
2015-05-27,Aldorlea Games,5.99
2015-05-29,Rakesh Malik,
2015-05-25,Rakesh Malik,4.99
2015-05-25,Swinfjord-Games,4.99
2015-05-25,Freehold Games,4.99
2015-05-25,Ludomo Gamestudio,4.99
2006-06-04,SilentFuture,4.99
2015-05-25,"New Reality Games,Scott Holmes",0.99
2015-05-25,Zeritum,Free to Play
2015-05-25,Wastelands Interactive,
2015-05-25,Wastelands Interactive,
2015-05-25,"New Reality Games,Scott Holmes",0.99
2015-05-25,Pixel Prophecy,2.99
2015-05-25,Zandel Media,
2015-05-25,"PestoForce,Brian Holmes",0.99
2015-05-22,Wiseman Softworks,3.99
2015-05-25,Warfare Studios,9.99
2015-05-22,Creobit,5.99
2015-03-31,Critical Games,9.99
2015-05-22,Soul Forge,2.99
2015-05-22,Cleverweek,1.99
2015-03-04,Critical Games,
2015-05-22,Reality Pump Studios,9.99
2015-05-22,Reality Pump Studios,9.99
2015-05-22,Reality Pump Studios,6.99
2015-05-22,DreamsSoftGames,3.99
2015-05-22,Aldorlea Games,3.99
2015-05-22,John Cullen,4.99
2015-05-22,"Axis Game Factory, Inc.",39.99
2015-05-20,Mystic Games,4.99
2015-05-22,Aldorlea Games,4.99
2015-05-20,Warfare Studios,9.99
2015-05-15,Last Dimension,14.99
2015-05-20,Daniel Jonathan Bourke,Free
2005-11-04,Deck13,7.99
2015-05-18,GameUS Inc.,19.99
2007-01-15,Random Thoughts Entertainment,3.99
2015-05-21,Dovetail Games,39.99
2015-05-21,"Flashback Games,The Lordz Games Studio",4.99
2015-05-21,InterAction studios,2.99
2015-05-21,Carlo D'Apostoli Projects,6.99
2015-05-21,Tale of Tales,19.99
2015-05-21,Cameron Kunzelman,3.99
2015-05-21,Monogon Games,1.0
2015-05-21,Cameron Kunzelman,4.99
May 2015,Technocrat Games,14.99
2015-05-21,OVERKILL - a Starbreeze Studio.,
2015-05-21,Nightly Studios,3.99
2015-05-21,Austin Wintory,3.99
2015-05-21,Cameron Kunzelman,2.99
2015-05-19,The Game Creators,29.99
2015-05-19,The Game Creators,29.99
2015-05-19,The Game Creators,24.99
2015-05-19,The Game Creators,24.99
2015-05-19,The Game Creators,24.99
2015-05-19,The Game Creators,34.99
2015-05-19,Just Flight,19.99
2008-07-30,Muzzy Lane Software,4.99
2008-07-30,Muzzy Lane Software,
2015-05-20,Red Dot Games,1.99
2015-05-20,Mission Aware Technologies,9.99
2015-05-20,InterAction studios,2.99
2015-05-20,weltenbauer. Software Entwicklung GmbH,2.99
2003-11-22,Gromada,
2015-05-18,"SmiteWorks USA, LLC",19.99
2015-05-18,Omega Games,
2015-05-18,Grey Alien Games,9.99
2015-05-18,Omega Games,
2015-05-18,Creepy Cute,9.99
2015-05-18,Evan Todd,
2013-09-12,"Dragonfly GF Co., LTD",Free to Play
2015-05-18,"KOEI TECMO GAMES CO., LTD.",0.99
2015-05-19,devotid,7.99
2013-09-12,"Dragonfly GF Co., LTD",19.99
2013-09-12,"Dragonfly GF Co., LTD",34.99
2015-05-19,Stolen Couch Games,14.99
2015-05-19,NetherRealm Studios,3.99
2015-01-15,,7.99
2015-05-15,Crashable Studios,0.99
2015-05-15,Crashable Studios,
2015-05-15,Ben Hendel-Doying,10.0
2015-05-15,Pugsley LLC,2.99
2015-05-15,"Midnight Oil Games, LLC",3.99
2015-05-11,GameIndica Entertainment,2.99
2015-05-15,"Playful Art, LLC",2.99
2015-05-15,Radical Fish Games,19.99
2015-05-15,Thylacine Studios,2.99
2015-05-15,GameArt Studio GmbH,
2015-05-15,Eerie Games,4.99
2015-05-15,Hoplite Research LLC,19.99
2015-05-15,Deion Mobile,0.99
2015-04-14,Lohika Games,4.99
2015-05-14,Lohika Games,4.99
2015-05-15,07th Expansion,5.99
2015-05-14,Dovetail Games,19.99
2015-05-15,SimplexGameStudio,0.99
2015-03-14,vikingfabian.com,0.99
2015-05-14,JetDogs Studios,Free
2015-05-14,[geim].pro,Free to Play
2015-05-14,[geim].pro,4.99
2015-05-14,[geim].pro,1.99
2015-05-08,Flaming Pumpkin Ltd,0.99
2015-05-11,GameUS Inc.,19.99
2015-05-14,Roll7,12.99
2012-11-19,Matrix Games,39.99
2015-05-14,[geim].pro,4.99
2015-05-14,Thomas Happ Games LLC,19.99
2015-05-14,Fallen Tree Games Ltd,3.99
2015-05-14,Tiny Utopia,3.99
2015-05-14,Fallen Tree Games Ltd,3.99
2015-05-06,SCS Software,17.99
2015-05-14,Fallen Tree Games Ltd,3.99
2015-05-14,Technocrat Games,
2015-05-12,Klei Entertainment,19.99
2015-05-12,Ubisoft - San Francisco,2.99
2015-05-12,PixelNAUTS,3.99
2015-05-12,Ubisoft - San Francisco,2.99
2015-05-12,Ubisoft - San Francisco,2.99
2015-05-12,PixelNAUTS,11.99
2015-05-12,Ubisoft - San Francisco,7.99
2015-05-12,Fair Play Labs,14.99
2015-05-12,Creatio 49,9.99
2015-05-12,Tin Man Games,4.99
2015-05-12,Tin Man Games,4.99
2015-05-12,AGC,0.99
2015-05-12,David Wehle,2.99
2015-05-13,Visual Imagination Software GbR,14.99
2015-05-13,Aerosoft GmbH,18.99
2015-05-13,FireFly Studios,5.99
2011-08-24,Casual Box Games,9.99
2015-05-11,RAC7 Games,2.99
2015-05-11,MumboJumbo,9.99
2015-05-11,exosyphen studios,24.99
2015-05-11,JosPlays,4.99
2015-05-11,SimplexGameStudio,0.99
2015-05-11,Peltast Software,4.99
2015-05-11,Chris McFarland,
2013-02-01,Carmine T. Guida,Free
2015-05-11,Square Enix,15.99
2015-05-14,Drixy Games,0.99
2015-05-11,Carmine T. Guida,4.99
2015-05-11,Carmine T. Guida,19.99
2013-11-25,"Gregory Avery-Weir,Melissa Avery-Weir",
2015-05-11,Swordtales,9.99
2015-05-13,Swordtales,3.99
2015-05-12,Beti-X,24.99
2015-05-12,Might and Delight,0.99
2015-05-12,magnussoft,7.99
2015-05-12,Evan Todd,14.99
2015-05-08,Twelve Tiles,9.99
2015-05-08,Twelve Tiles,4.99
2015-05-08,Immersive Douro,14.99
2015-05-08,Rail Slave Games,4.99
2015-05-08,Sirlin Games,14.99
2015-05-08,Warfare Studios,4.99
2015-05-08,Warfare Studios,9.99
2015-05-08,"Vasily Voronkov,Ryan Joseph,Peter Kosyh",Free to Play
2014-12-10,J. King-Spooner,4.99
2015-05-18,LemonOrange,3.99
2015-05-11,Locomotivah,2.99
2015-05-11,Joycity,18.99
2015-05-11,Vostok Games,0.99
2015-05-08,Pribuni,Free to Play
2015-05-11,Vostok Games,14.99
2015-05-06,Kinelco &amp; Lone Elk Creative,9.99
2015-05-07,"Sim-wings,Aerosoft GmbH",29.99
2015-05-07,Alabeo,19.99
2015-05-07,GameUS Inc.,19.99
2015-05-07,Winter Wolves,9.99
2015-04-08,"Yustas Game Studio,Alawar Entertainment",4.99
2015-05-07,Gone North Games,4.99
2012-07-16,VR Designs,39.99
2015-05-07,Atrax Games,7.99
2015-05-07,OVERKILL - a Starbreeze Studio.,
1997-12-01,Nayma Software,9.99
2001-06-29,Particle Systems Ltd.,5.99
2015-05-07,Aldorlea Games,4.49
2015-05-07,"Michael Flynn,Elizabeth Flynn",1.99
2015-05-06,Ars Creativa,0.99
2015-05-07,Interplay Entertainment Corp.,9.99
2015-05-08,Kenney,9.99
2015-05-06,David Szymanski,2.99
2015-05-06,HandyGames,4.99
2015-05-06,Just Trains,18.99
2015-05-06,Totem Studio,6.99
2015-05-08,S2 Games,2.99
2015-05-06,Great War Team,
2015-05-06,"Barnyard Intelligence Games,Crystal Labs",4.99
2015-05-06,Jochen Mistiaen,12.99
2015-05-06,SCS Software,0.99
2015-05-06,SCS Software,0.99
2015-05-06,SCS Software,0.99
2015-05-06,One Legged Seagull,9.99
2015-05-04,Reactor Zero,9.99
2015-05-04,Reactor Zero,Free
2015-05-06,Nival,14.99
2015-04-02,Reactor Zero,1.99
2015-05-04,Noumenon Games,6.99
2015-05-01,"Jorge Lima,Alexandre Fontoura",4.99
2015-05-04,Jujubee S.A.,9.99
2015-05-04,Koga Tech Limited,2.99
2015-05-04,Questtracers,5.99
2011-03-27,DGform,4.99
2015-05-04,MachineGames,19.99
2015-05-04,"KOEI TECMO GAMES CO., LTD.",9.99
2015-05-05,PigelPix,1.99
2015-05-05,Crowbar Collective,19.99
2015-04-21,iEntertainment Network Inc,14.99
2015-05-05,Shadow Masters,Free to Play
2015-05-05,Shadow Masters,4.99
2015-05-05,Shadow Masters,4.99
2015-05-05,Ubisoft - San Francisco,2.99
2015-05-05,Ubisoft - San Francisco,2.99
2015-05-05,Ubisoft - San Francisco,2.99
2015-05-05,Ubisoft - San Francisco,2.99
2015-05-05,Shadow Masters,4.99
2015-05-05,Ubisoft - San Francisco,2.99
1997-01-01,Maddox Games,5.99
1998-01-01,Maddox Games,5.99
2015-05-01,"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen",6.99
2015-05-01,"Ben Lam,Power Up Audio",7.99
2015-05-02,Red Dot Games,24.99
2015-05-04,DeXP,3.99
2014-06-20,DeXP,Free to Play
2015-05-04,GoodVole,
2015-05-04,GoodVole,3.99
2015-05-04,Da Picky Monkey,6.99
2015-04-30,OVERKILL - a Starbreeze Studio.,
2015-04-30,FireFly Studios,14.99
2015-04-30,Carbon,14.99
2015-04-30,Game in a Bottle,9.99
2015-04-30,"Jagex,Artplant",Free to Play
2015-04-30,"Finji,Kittehface Software",2.99
2015-05-01,SNK Playmore,9.99
2015-05-01,SNK CORPORATION,14.99
2015-05-01,SNK Playmore,4.99
2015-05-01,SNK Playmore,4.99
2015-05-01,SNK Playmore,9.99
2015-05-01,SNK Playmore,14.99
